Country,Address,Name,State,Review Count,Stars
,"8255 Craig St, Ste 130",Los Cabos Mexican Grill,IN,110,3.5
,"8260 E 96th St, Ste 106",QDOBA Mexican Eats,IN,41,3
,"8411 Windfall Ln, Unit 190",3 Agaves Mexican Restaurant & Cantina,IN,11,4
,8416 N 56th St,Ximena’s Mexican Restaurant,FL,18,4.5
,8431 N Michigan Rd,Leonardo's Mexican Food,IN,199,3.5
,8553 N Silverbell Rd,La Olla Mexican Cafe,AZ,269,4
,8594 E 116 St,Samano's Mexican Food,IN,136,4
,"8702 Keystone Xing, Ste VC03",Chipotle Mexican Grill,IN,25,3
,"8812 US 31 S, Ste D",Chipotle Mexican Grill,IN,56,2.5
,"8814 Veterans Memorial Blvd, Ste 9",Casa Garcia Mexican Restaurant,LA,197,3.5
,8840 Michigan Rd,El Toro Mexican Cuisine,IN,101,4
,8971 E 116th St,QDOBA Mexican Eats,IN,43,3
,9100 Ulmerton Rd,Los Magueyes Mexican Grill,FL,31,3.5
,9110 W Fairview Ave,Lorena's Mexican Grill,ID,77,4.5
,9173 Roosevelt Blvd,Chipotle Mexican Grill,PA,26,2.5
,9190 N Coachline Blvd,Angela's Mexican Food,AZ,70,3.5
,9203 US Highway 19,Chipotle Mexican Grill,FL,23,3.5
,9255 N 56th St,Vallarta Mexican Restaurant,FL,105,2.5
,9359 US Hwy 19 N,Nuevo Vallarta Authentic Mexican Food,FL,106,4
,9466 W Linebaugh Ave,Chipotle Mexican Grill,FL,46,3
,"9484 E 22nd St, Ste 130",Chipotle Mexican Grill,AZ,98,2.5
,"9570 S McCarran Blvd, Ste 113",Anna's Mexican Grill,NV,486,4
,9570 Watson Rd,San Jose Mexican Restaurant,MO,138,3.5
,9617 Bay Pines Blvd,Taquitos Mexican,FL,172,4.5
,9658 Allisonville Rd,Pancho's Taqueria and Mexican Restaurant,IN,161,4
,9702 E Washington St,QDOBA Mexican Eats,IN,70,1.5
,9704 Pyramid Way,Moreno's Mexican Bar & Grill,NV,71,3.5
,9727 66th St N,El Guerrero Mexican Grill,FL,169,4
,9748 Manchester Rd,Hacienda Mexican Restaurant,MO,401,3
,9770 Crosspoint Blvd,Riviera Maya Mexican Restaurant,IN,225,3.5
,9880 - 63 Avenue,HUMA Mexican Comfort,AB,132,4
,9900 Manchester Rd,Pi Pizzeria and ¡RICO! Mexican,MO,24,4
,9918 E Washington St,Guadalajara Grill Mexican Restaurant,IN,111,4
,10011 W Hillsborough Ave,Lolis Mexican Cravings,FL,242,4
,10032 Cross Creek Blvd,Cantina Mexican Grill & Bar,FL,112,4
,10092 Page Ave,Las Palmas Mexican Restaurant,MO,102,3.5
,10150 Brooks School Rd,El Lago Mexican Restaurant,IN,50,4
,10160 Ulmerton Rd,Chipotle Mexican Grill,FL,19,3
,10299 E US 36,On The Border Mexican Grill & Cantina,IN,102,3
,"10310 N Mccarran Blvd, Unit 500",QDOBA Mexican Eats,NV,80,3
,10403 E US Highway 36,Chipotle Mexican Grill,IN,42,3
,10450 82 Avenue NW,Julio's Barrio Mexican Restaurant,AB,173,3
,10478 Roosevelt Blvd N,Que Pasa Mexican Cantina,FL,202,3
,10535 N Oracle Rd,Filiberto's Mexican Food,AZ,61,3.5
,10555 Stead Blvd,Fiesta Mexicana,NV,150,3.5
,"10603 Stead Blvd, Ste 1",La Barca Mexican Store,NV,60,4
,"10604 N Oracle Rd, Ste 101",Chipotle Mexican Grill,AZ,21,3
,10616 Lincoln Trl,EL Nino ​Mexican Buffet,IL,10,4
,10625 Gulf Blvd,The VIP Mexican Restaurant & Lounge,FL,686,4
,10650 St Charles Rock Rd,La Cocina Mexican Grill,MO,6,2.5
,10889 W Fairview Ave,California Mexican Food,ID,122,3.5
,10934 E US Highway 36,QDOBA Mexican Eats,IN,37,3
,11061 Spring Hill Dr,Chulas Mexican Grill,FL,151,3.5
,11115 N Dale Mabry Hwy,Señor Tequila Mexican Restaurant - Tampa,FL,280,4
,11146 Old Saint Charles Rd,Sabroso Cocina Mexicana,MO,5,5
,11226 US Hwy 19,La Casa Mexicana,FL,64,4
,11241 Park Blvd,Chipotle Mexican Grill,FL,41,2.5
,11345 State Rd 54,Vallarta's Mexican Restaurant,FL,124,3.5
,11347 S US-301,Lolis Mexican Cravings Food Truck,FL,22,4.5
,11401 N 56th St,Lolis Mexican Cravings,FL,33,4
,11485 Olive Blvd,Chipotle Mexican Grill,MO,91,3
,11500 Page Service Rd,QDOBA Mexican Eats,MO,21,2
,11939 Olive Blvd St,Carreta's Mexican Restaurant,MO,62,5
,12121 St Charles Rock Rd,QDOBA Mexican Eats,MO,18,2
,12283 Natural Bridge Rd,La Gloria Mexican Restaurant,MO,8,4
,"12375 W Chinden Blvd, Ste F",Senor Fresh Mexican Eatery,ID,23,3.5
,"12697 N Pennsylvania St, Ste 100",Chipotle Mexican Grill,IN,50,3
,12710 Dorsett Rd,Casa Juarez Mexican Town,MO,123,3.5
,12827 N Dale Mabry Hwy,Chipotle Mexican Grill,FL,87,3
,12950 Race Track Rd,Señor Tequila Mexican Grill,FL,161,3.5
,"13165 US 301, Ste G1",QDOBA Mexican Eats,FL,56,3.5
,13731 N Dale Mabry Hwy,Vallartas Mexican Restaurant,FL,242,3
,13901 S Virginia St,Miguel's Mexican Food,NV,285,3.5
,"14039 New Halls Ferry Rd, Bldg A",QDOBA Mexican Eats,MO,35,2.5
,"14169 Manchester Rd, Ste F",QDOBA Mexican Eats,MO,35,3
,"14490 Clay Terrace Blvd, Ste 130",QDOBA Mexican Eats,IN,43,2.5
,14516 N 22nd St,Taqueria La Mexicana,FL,22,4
,14839 Clayton Rd,Charro Mexican Restaurant,MO,93,3.5
,14841 Lebanon Rd,El Ok Corral Mexican Restaurant,TN,59,3.5
,15560 Old Hickory Blvd,Las Palmas Mexican Restaurant,TN,90,2.5
,"15920 N Oracle Rd, Ste 116",Carlota's Authentic Mexican Cuisine,AZ,120,4
,16502 N Oracle Rd,Sammy's Mexican Grill,AZ,169,3.5
,"16540 Pointe Village Dr, Ste 112",San Jose Mexican Restaurant,FL,155,3
,18019 Highwoods Preserve Pkwy,Chipotle Mexican Grill,FL,75,2.5
,"18690 S Nogales Hwy, Ste 106",Rigoberto's Mexican Food,AZ,108,4
,18725 S Nogales Hwy,Chipotle Mexican Grill,AZ,14,2.5
,22948 State Rd 54,Vallarta's Mexican Resturant,FL,112,3
,23197 US Hwy 19 N,Wakamole Truly Mexican,FL,24,4.5
,"23206 Columbus Rd, Ste C",La Fuente Mexican Grill,NJ,79,3.5
,25442 Sierra Center Blvd,Chipotle Mexican Grill,FL,62,2
,33121 US Hwy 19N,Chipotle Mexican Grill,FL,61,2.5
,39620 Us Hwy 19 N,Papasitos Fresh Mexican Food,FL,19,4.5
TH,3 S Orange St,Jeenwong Thai Cuisine,DE,20,3.5
,3 Shoppers Ln,Thai Chili 88,NJ,68,4
,"4 Club Centre Ct, Ste H",Bann Thai,IL,73,4.5
,5 Paddock Hills Plz,Simply Thai Restaurant,MO,85,4
,5 West Main St,White Jasmin Thai Cuisine,PA,26,4.5
,7 S Broadway,Nine Thai Cuisine,NJ,9,4.5
,8 Powell Ln,Circles Thai,NJ,79,3.5
,15 Eagle Canyon Dr,Simply Thai,NV,247,4.5
,16 E Broad St,Kaffir Thai,NJ,65,4
,18 Tanner St,Sanook Thai Cuisine,NJ,154,4.5
,19 E 126th St,Thai Castle Restaurant,IN,73,4.5
,20 St. Anne Street,Songkran Thai Restaurant,AB,34,4
,21 E Hight St,Thai Thai,NJ,54,4.5
,"22 N Milpas St, Ste A",Your Place Thai Restaurant,CA,434,4
,26 S La Cumbre Rd,Nok's Expert Thai Massage Center,CA,53,5
,"35 Bethlehem Pike, Ste 109A",Thai Kuu,PA,173,3.5
,42 E State St,Nooddi Thai Chef,PA,185,3.5
,51 N 12th St,Little Thai Market,PA,189,4
,"52 Brentwood Boulevard, Unit 5",Ruamit Thai Restaurant,AB,14,3
,64-66 E Lancaster Ave,Mikado Thai Pepper Restaurant,PA,183,3.5
,"73 White Bridge Rd, Ste 107",Lemongrass Thai,TN,45,4
,93 5th St,Thai D Jing,LA,34,4.5
,100 W 2nd St,Thai Corner Cafe,NV,302,4
,102 Lumber Dr,Koi Sushi & Thai,TN,157,4
,104 Patricia Ave,Tom Yum Thai,FL,103,4
,109 S Main St,Thai House,IL,117,4.5
,"109 Street & Princess Elizabeth Avenue, Suite 425, Kingsway Mall",Thai Express,AB,8,2.5
,"110 W Main St, Ste 140",Pad Thai Restaurant,IN,210,4
,"115 Walton Ferry Rd, Ste 2",Eating Thai,TN,111,4.5
,120 19th Ave N,Royal Thai Restaurant,TN,119,2.5
,120 N Parsons Ave,Thai Legacy Restaurant,FL,203,4.5
,123 S 23rd St,Erawan Thai Cuisine,PA,411,3.5
,126 Bala Ave,Bala Thai Bistro,PA,99,4.5
,132 Christiana Mall,Ruby Thai,DE,22,3.5
,137 W Market St,Thai Paradise,IN,296,4
,144 W Germantown Pike,Pho Thai Nam Restaurant,PA,500,4
,157 W Lincoln Hwy,Thai Chef & Noodle Fusion,PA,313,4.5
,160 Easton Rd,Viet Thai Cuisine,PA,124,4
,"179 Hancock St, Ste 207",Thai's Nails Spa,TN,5,4.5
,200 Metairie Hammond Hwy,Mama Thai,LA,99,4.5
,200 White Horse Rd,Lai Thai Cuisine,NJ,105,4
,"203 Franklin Rd, Ste 100",Thai Esane  - Brentwood,TN,30,3.5
,210 E Davis Blvd,Thai Island,FL,155,4
,"210 Franklin Rd, Ste 700",Bluefin Sushi & Thai,TN,48,4
,216 W Ridge Pike,Thai Spice,PA,86,4
,217 E Main St,MAMA Thai,PA,99,4
,"220 lakeland Drive, Suite 390",Suda Thai Cuisine,AB,5,4.5
,"222 Los Altos Pkwy, Ste 102",Chin Chin Chinese-Thai-Hibachi Restaurant,NV,264,4
,228 Oakfield Dr,Thai Chilli Pepper,FL,9,4.5
,229 N Illinois St,Sushi Thai by Samran,IL,53,4.5
,231 Haverford Ave,Coco Thai Bistro,PA,142,4
,233 S Broadway,Sang Tong Thai,NJ,32,5
,235 N Euclid Ave,Thai 202,MO,312,4
,236 N Union St,Thai Tida By Mike & Natta,NJ,79,3.5
,240 South St,Green Basil Thai Kitchen,PA,74,4
,250 E Girard Ave,Sunrise 2 Authentic Thai Food,PA,10,4.5
,275 S State Rd 135,House of Thai,IN,97,4.5
,287 Christiana Rd,Saap Lao Thai Cuisine,DE,63,4.5
,"291 Sam Ridley Pkwy E, Ste 230",Karen Thai & Sushi,TN,60,4.5
,305 2nd Ave,Thai Basil Bistro,PA,97,4
,308 Decatur St,Thaihey Nola,LA,12,4.5
,"309 Lancaster Ave, Ste 6",Tuk Tuk Thai Kitchen,PA,10,5
,321 Harding Pl,Thai Papaya Restaurant,TN,138,3.5
,328 E Lake Rd,Amarit Thai Restaurant,FL,137,4
,"330 Franklin Rd, Ste 912D",Peter's Sushi & Thai,TN,290,4
,333 E Lancaster Ave,Rudee's Thai Cuisine,PA,45,4
,355 Lyceum Ave,Phu Fha Thai Restaurant,PA,38,4
,364 Wilmington Pike,Nooddi Thai Chef,PA,133,4
,395 Haywood Ln,Bangkokville Thai Cuisine,TN,341,4.5
,"401 S Mount Juliet Rd, Ste 250",Thai Samurai,TN,74,4.5
,"404 E Thompson Rd, Ste G2",Thai Recipes Restaurant,IN,286,4.5
,"412 Sicklerville Rd, Unit 102",Pikpon Thai,NJ,126,4.5
,415 Cleveland St,Chiang Mai Thai & Sushi Bar,FL,92,3.5
,420 W Cypress St,Cafe de Thai,PA,124,4
,425 State St,Zen Yai Thai Cuisine,CA,347,4
,444 Hurffville-Cross Keys Rd,Thai Terrace Cuisine,NJ,202,4
,477 N Milwaukee St,Bangkok Thai Restaurant,ID,128,4
,481 Lafayette Ctr,Manee Thai Restaurant,MO,185,4
,500 E Macdade Blvd,Viman Thai Cuisine,PA,195,4.5
,500 W Chester Pike,Sugar and Spice Thai Food and More,PA,95,4.5
,"506A St. Albert Rd, Suite 204",Thai Mekong Restaurant,AB,10,3.5
,507 State St,Galanga Thai Restaurant,CA,297,3.5
,513 S Carrollton Ave,Bangkok Thai,LA,131,3.5
,513 White Horse Pike,Thairapy Hair Studio,NJ,12,4
,515 Spring Garden St,Stay Fly Muay Thai,PA,18,4.5
,534 S 15th St,Sawatdee Thai Restaurant,PA,206,3.5
,556 Lancaster Ave,Thai Orchid Berwyn,PA,71,3.5
,568 Waldron Rd,Lil Thai Cafe,TN,37,4.5
,571 Central Ave,Bangkok Thai Restaurant,FL,255,4
,590 E Boise Ave,Thai Basil,ID,31,3.5
,"600 S Mt Juliet Rd, Ste 100",Chada Thai Sushi & Pho,TN,99,4
,609 S Trooper Rd,Sakura hibachi sushi thai,PA,45,4
,612 Sena Dr,Thai Ocha,LA,169,4.5
,624 W Idaho St,Dharma Sushi & Thai,ID,186,3.5
,653 Haddon Ave,Thai Basil,NJ,140,4
,"664 Wye Road, Unit 190",Sawaddee Thai Cuisine,AB,22,4
,"700 Nutt Rd, Ste 730",Thai Place Restaurant,PA,222,4.5
,700 Sural Ln,Issan Thai Massage,PA,26,4
,701 W U S 50,Thip's Thai Cuisine,IL,86,4
,704 W Nields St,Baan Thai Sabaidee,PA,115,4
,713 N Franklin St,Si-Am Thai,FL,202,4
,735 Massachusetts Ave,Thaitanium,IN,303,4
,738 Thompson Ln,Thai Kitchen,TN,126,4
,750 W Idaho St,Mai Thai,ID,462,4
,760 S Virginia St,Cafe De Thai,NV,393,3
,768 Bethlehem Pike,Thainiya Massage Spa,PA,5,3
,811 S Howard Ave,Royal Palace Thai,FL,154,3.5
,812 N 2nd St,Circles Contemporary Thai,PA,394,3.5
,814 E Main St,Thai Basil,IN,115,4.5
,815 E Westfield Blvd,Chiang Mai Thai Noodle,IN,185,4
,828 Gravier St,Singha Thai Cafe,LA,152,3
,875 E Bloomingdale Ave,Thai Chilli Pepper,FL,225,4.5
,907 12th Ave S,King Siam Thai Cuisine,TN,126,5
,907 Race St,Pho Xe Lua Viet Thai Restaurant,PA,708,4
,915 Rivergate Pkwy,Thai Phooket II,TN,192,4
,915 W Moana Ln,A Taste Of Thai Cuisine,NV,77,4
,"919 Conference Dr, Ste 1",Po Thai Restaurant,TN,200,4.5
,922 Massachusetts Ave,BODHI : Craft Bar + Thai Bistro,IN,132,4.5
,922 S 9th St,Kalaya Thai Market,PA,8,4.5
,923 Main St,Koi Sushi & Thai,TN,195,3
,936 Justinson St,Ubon Thai Cuisine,DE,199,3.5
,1000 Washington Ave,Sen Thai Asian Bistro,MO,181,4
,1006 Warrior Rd,Thai Aroy Dee,PA,113,4
,1030 N American St,Baan Thai,PA,235,4
,1030 S Virginia St,Thai Chili,NV,437,4
,"1031 Riverside Dr, Ste G",Sunset Sushi And Thai,TN,28,4
,1041 Broad Ripple Ave,Thai Cafe Restaurant,IN,203,4
,1041 NJ-73,Bhan Thai,NJ,47,4.5
,1100 12th St,Thai New Year's Celebration - WAT Buddhapradeep of Reno,NV,14,5
,"1101 N Wilmot Rd, Fl 2, Ste 233",Ma Thai Massage,AZ,26,5
,1117 S 11th St,Ratchada Thai & Laos Cuisine,PA,285,4
,1119 Walnut St,Xiandu Thai,PA,631,4
,"1135 Hurffville Rd, Unit 9",Pinto Thong Thai Cuisine,NJ,131,4.5
,1140 Central Park Dr,Aroy Thai,IL,157,3.5
,"1155 S Dale Mabry Hwy, Ste 22",Chef Thai & Sushi,FL,148,3.5
,1156 Baltimore Pike,Heng's Thai Cuisine,PA,143,3.5
,1163 9th St N,Nitallys ThaiMex,FL,118,4
,1170 Easton Rd,Gummlai Thai,PA,168,4.5
,1210 9th St N,Hooks Sushi Bar & Thai Food,FL,254,3.5
,1227 Walnut St,Chatayee Thai,PA,222,4.5
,1229 Lebanon Ave,Sala Thai Cuisine,IL,71,4
,1237 S High School Rd,Thai Town Cuisine,IN,217,4.5
,1244 Snyder Ave,AmeriThai,PA,120,4
,1280 S Missouri Ave,Thai Coconut and Sushi,FL,161,3.5
,"1299 Hickory Ave, Ste A",Royal Thai Bistreaux,LA,171,4.5
,1300 E Bay Dr,Thai Bay Restaurant,FL,145,3.5
,"1307 Bell Rd, Ste 109",Yoshi Sushi & Thai,TN,77,4
,1342 Main St,Thai Town,FL,144,4
,1407 W US 50,Zapp Thai Noodle & Market,IL,141,4
,1438 S Carrollton Ave,Thai Mint,LA,168,4
,1439 Vine St,Turbo Thai ,PA,28,4.5
,1458 Us-19 Alt,Thai Nana Restaurant,FL,83,3.5
,1500 Troy Rd,Zapp Thai,IL,76,3.5
,1520 Division St,Thai Esane,TN,111,3.5
,"1530 N Mcmullen Booth Rd, Ste D4",Tasty Thai,FL,124,4.5
,1600 Macdade Blvd,Thai Fusion Kitchen,PA,19,4.5
,1622 N Franklin St,Tampa Muay Thai,FL,5,5
,1700 W Bay Dr,Thai Basil II,FL,85,4
,1704 Clearwater Largo Rd,Thai Coconut,FL,14,3.5
,1717 Old York Rd,South Sea Thai Kitchen,PA,33,4.5
,1748 Dekalb Pike,Thai Orchid,PA,195,4
,1760 N Rampart St,Budsi's Authentic Thai,LA,110,4.5
,1808 Brownsville Rd,MyThai Kitchen,PA,107,4.5
,1809 N Black Horse Pike,Papa Thai Chef,NJ,15,4.5
,1810 S Pinellas Ave,Little Thai Cafe,FL,66,4
,1819 Cliff Dr,Meun Fan Thai Cafe,CA,195,4
,"1890 Almaville Rd, Ste 100",Thai Phooket Smyrna,TN,76,4
,1890 E Fairview Ave,Sa-Wad-Dee Thai Restaurant,ID,252,4
,1900 Greentree Rd,A Little Thai Kitchen,NJ,169,4
,1921 98 Street NW,Thai Express - South Edmonton Common,AB,9,2.5
,"1933 Stumpf Blvd, Ste A",A Taste of Thailand Restaurant,LA,106,4
,1941 W Brandon Blvd,Ploy Thai,FL,171,4
,1947 Wlumsden Rd,Jasmine Thai,FL,195,4
,1980 W Orange Grove Rd,Thai Cuisine,AZ,34,3.5
,"2000 Rte 38, Spc FC38",Thaimax,NJ,9,2.5
,"2019 S Juniper St, Fl 2",Juniper Muay Thai,PA,11,5
,2028 Chestnut St,JJ Thai Cuisine,PA,376,4.5
,2031 Dorsett Vlg,Thai Kitchen,MO,348,3.5
,"2112 Belle Chasse Hwy, Hwy  10",Jasmine Rice Thai Cuisine,LA,77,4.5
,2200 Royal St,SukhoThai,LA,349,4
,2200 South St,My Thai Restaurant,PA,110,3.5
,2214 Elliston Pl,Koi Sushi & Thai Midtown,TN,7,4
,2220 E County Line Rd,Thai Spice,IN,467,4
,2274 W 86th St,Manee Thai Cuisine IN,IN,120,4.5
,2410 Commercial Way,Thai Hot Spot,FL,26,4.5
,2412 Elliston Pl,Satay Thai,TN,121,3.5
,2428 Nolensville Pike,Chonburi Muay Thai,TN,5,5
,2436 W Clay St,Thai Kitchen - St. Charles,MO,68,4.5
,2445 E 65th St,Thai Castle Cuisine,IN,31,4.5
,"2475 McMullen Booth Rd, Ste B",Thai Spice Restaurant,FL,120,4
,"2519 N McMullen Booth Rd, Ste 505",Ban Thai and Sushi Restaurant,FL,204,4
,2521 Christian St,Thai Square Restaurant,PA,162,4
,"2535 Franklin Pike, Ste 105",Aiyara Thai & Sushi,TN,43,3.5
,2570 Guardian Rd NW,Thai Flavours,AB,45,4
,"2602 E Fletcher Ave, Ste 105",Thai Bistro,FL,108,4
,"2625 N Meridian St, Unit 50",INSPcenter/Thai Clinical Massage,IN,12,4
,"2653 Bruce B Downs Blvd, Ste 121",Umu Japanese & Thai,FL,143,4
,"2683 E Main St, Ste 106",Thai Orchid,IN,152,4
,2720 Easton Rd,Vic Sushi & Thai Cuisine,PA,152,4
,2794 Gulf To Bay Blvd,Pattaya Thai & Sushi,FL,73,3.5
,"2855 N McCarran Blvd, Ste 108",Sawasdee Thai Restaurant,NV,241,4
,2861 Logan St,Ginger Thai,TN,256,4
,"2961 Dougherty Ferry Rd, #104",Sweetie Cup Thai Cafe,MO,69,4.5
,"2975 El Rancho Dr, Ste B115",Yu De Thai Restaurant,NV,58,4.5
,"2990 N Campbell Ave, Ste 130",Tuk Tuk Thai Street Food,AZ,176,4
,2995 Vista Blvd,Original Thai Restaurant,NV,177,4.5
,3025 Nolensville Pike,Degthai,TN,217,4.5
,3027 Lemay Ferry Rd,Thai Orchid Restaurant,MO,94,4.5
,3130 State St,TAP Thai Cuisine,CA,332,3.5
,3150 Little Rd,Thai Samurai,FL,178,4
,3157 S Grand Blvd,King & I Thai,MO,471,4
,"3161 E Fairview Ave, Ste 110",Thai Basil,ID,165,4
,"3204 State St, Ste A",Royal Thai Massage,CA,241,5
,3218 Magazine St,Cho Thai,LA,113,4
,"3244 Lithia Pinecrest Rd, Ste 101",Thai Sticky Rice,FL,23,4.5
,3317 E 86th St,Thai Station Restaurant,IN,178,4.5
,3324 W Gandy Blvd,Rouen Thai,FL,134,4
,3400 State St,Malai Thai Massage,CA,58,4
,"3418 Old Hickory Blvd, Ste A2",Simply Thai & Sushi,TN,141,4
,3424 S Dale Mabry Hwy,Thai 5 Fast Food,FL,336,4
,3520 Cottman Ave,House of Thai Cuisine,PA,266,4.5
,3605 Commercial Dr,Karen Thai Street Food,IN,8,4.5
,3635 W Kennedy Blvd,Lemon Grass Thai Kitchen,FL,292,3.5
,"3670 Grant Dr, Ste 103",Ang Thai Massage NVMT 7084,NV,31,5
,,Thai Massage By Tik,NV,6,5
,"3690 E Bay Dr, Ste H",Veggie Thai Cafe,FL,124,5
,"3736 Annex Ave, Ste 101",LJ Thai Sushi,TN,8,5
,3820 Charlotte Ave,Thai Ni Yom,TN,37,4.5
,"3830 Sherwood Drive, Unit 330",Thai Together,AB,32,4.5
,3875 Northdale Blvd,Thai Sweet Basil,FL,202,4
,"3905 State St, Ste 8",Thairapy Salon,CA,41,5
,"3905 W 96th St, Ste 1000",Thai Papaya,IN,132,4
,3906B Chestnut St,Thai Singha House,PA,120,3.5
,3912 North Oracle Rd,North Side Brazilian Jiu Jitsu & Muay Thai,AZ,7,5
,"4058 Tampa Rd, Ste 5",Pacific Thai Cuisine,FL,243,4.5
,4109 118 Avenue NW,Million Thai,AB,38,4.5
,4142 W Boy Scout Blvd,Thai Prime Kitchen & Bar,FL,396,4
,4203 N Nebraska Ave,Bow Thai,FL,7,4
,"4205 S Macdill Ave, Ste F-G",Pinto Thai Restaurant,FL,29,4.5
,"4211 106 Street NW, Unit 149",Thai Valley Grill,AB,24,3.5
,4301 Dearborn Cir,Bhan Thai - Mount Laurel,NJ,255,4
,4307 US Hwy 19,Thai Hoa Oriental Market,FL,21,4
,"4317 State St, Ste D",Thai Kitchen,CA,10,3.5
,4337 E Butler Hill Rd,Thai Asian Cuisine,MO,46,4.5
,4339 66th St N,Thai Orchid Restaurant,FL,76,4
,4343 Main St,Chabaa Thai Bistro,PA,338,4
,4418 Park Blvd N,Sawatdee Thai & Sushi,FL,19,4.5
,4445 E Bay Dr,Thai Basil,FL,80,4
,4516 S Dale Mabry Hwy,Jazz Thai Restaurant,FL,33,3.5
,4519 Magazine St,SukhoThai,LA,375,3.5
,4617 State Rd,Green Herb Thai Cuisine,PA,39,4
,4648 Park Blvd,T'asia Sushi Bar & Thai Cuisine,FL,127,4.5
,4786 Caughlin Pkwy,Lanna Thai Cafe,NV,148,4
,4825 E 96th St,Jasmine Thai,IN,236,4
,4871 Park St N,Lanna Thai and Sushi Restaurant,FL,134,4
,4898 Emerald St,Chiang Mai House Thai Restaurant,ID,143,3.5
,"4908 Charlotte Ave, Ste B",Nashville Thai Massage,TN,22,5
,4950 York Rd,Siam Cuisine Thai Restaurant III,PA,82,3.5
,5015 111 Street,Thai Express,AB,16,2.5
,5039 E 5th St,Char's Thai,AZ,209,3.5
,5094-D Murfreesboro Rd,Chon Tong Thai Cafe,TN,66,4.5
,5130 W 38th St,Thai Town 2,IN,53,4.5
,5135 S Emerson Ave,China & Thai Cuisine,IN,20,3
,5201 Rt 38 W,Thai Son,NJ,180,4
,5206 Windermere Boulevard Northwest,Thai Express,AB,10,2
,5252 S Dale Mabry Hwy,Thailand Restaurant,FL,119,4
,5267 Park St N,Rain Japanese Sushi Bar & Thai,FL,118,4.5
,"5270 Murfreesboro Rd, Ste B",C R Noodle House Thai & Lao Restaurant,TN,63,4
,5306 Seminole Blvd,Aroy Thai and Sushi,FL,60,4
,5313 Gulfport Blvd S,Thai Orchids and Leis,FL,9,5
,5324 75 Street NW,LOFT Thai Eatery,AB,36,4.5
,5353 E 82nd St,Thai Taste,IN,384,4.5
,5414 Main St,Thai Bistro,FL,92,4
,"5460 E Bay Dr, Ste 100",Siam Thai & Sushi,FL,142,4.5
,5496 Baumgartner Rd,Drunken Noodles Taste Of Thai,MO,106,4
,5532 Old Hickory Blvd,Dusit Thai Restaurant,TN,123,3.5
,5610 Meadowood Mall Cir,Ruby Thai Kitchen,NV,41,3
,5645 N Post Rd,Phaya Thai Street Food,IN,171,4.5
,"5650 W 86th St, Ste 128",EatThai,IN,209,4.5
,5664 Calle Real,Meun Fan Thai Cafe,CA,157,3.5
,5701 N Florida Ave,Bala Thai Massage,FL,12,5
,5709 6th St,Little Ninja Thai Japanese Food & Cafe,FL,130,5
,5724 Green St,Thai District Restaurant,IN,91,4.5
,"5760 Hickory Blvd, Ste 106",SUSHI THAI,TN,82,4.5
,5900 N Illinois St,Tong Phoon Thai Restaurant,IL,109,4
,"5915 Memorial Hwy, Ste 101",Keson Thai Restaurant,FL,23,5
,5918 Hollister Ave,Pattaya Thai Restaurant,CA,234,3.5
,6040 4th St N,Thai-Am Restaurant,FL,147,3.5
,6223 Delmar Blvd,Thai Country Cafe,MO,187,3.5
,6234 99 Street NW,Thai House,AB,17,2
,6250 Delmar Blvd,Thai Gai Yang Cafe,MO,89,3.5
,"6430 S Virginia St, Ste A",Thai Lotus,NV,891,4.5
,6579 Whitestown Pkwy,Thai Select,IN,187,4
,"6601 Veterans Memorial Blvd, Ste 29-30",Thai Zaap Cafe,LA,92,4
,6710 W Overland Rd,Watpo Thai Massage,ID,9,5
,6777 W Overland Rd,Thai Cuisine,ID,225,4.5
,"6800 Gulfport Blvd S, Ste 111",Nitallys Thai-Mex Express,FL,496,3.5
,6840 E Fowler Ave,Bangkok Jazz Thai Restaurant,FL,185,4
,6850 Whitetown Pkwy,Thai Corner Restaurant and Bar,IN,51,4.5
,"7060 Hollister Ave, Ste 106",TAP Thai Cuisine,CA,20,3
,7108 Hwy 70 S,Lemongrass Sushi & Thai,TN,185,3.5
,7199 66th St N,Kao Thai Kitchen,FL,149,4.5
,"7340 Nolensville Rd, Ste 105",Ozeki Grill & Thai Kitchen,TN,71,3.5
,"7403 Manchester Rd, Ste B",Thai Table,MO,133,4
,7612 Blind Pass Rd,Nori Thai,FL,273,4
,7816 Forsyth Blvd,Blue Elephant Royal Thai Cuisine,MO,169,3.5
,7910 Bonhomme Ave,Rearn Thai,MO,70,2.5
,7923 US-19 Port Richey,Thai Lanna 2,FL,29,4.5
,7940 E Broadway,Thai China Bistro,AZ,242,3.5
,8108 112 Avenue NW,A Touch of Thai Massage Therapy,AB,6,5
,8110 S Houghton Rd,Luckie's Thai-Asian Cuisine,AZ,205,4
,"8130 W Waters Ave, Ste 100",Thai Mama,FL,141,4.5
,"8140 S Houghton Rd, Ste 110",Thai Chi Foot Massage,AZ,48,5
,8145 Bash St,Thai Orchid,IN,259,4
,8458 N Lindbergh Blvd,Thai Kitchen - Florissant,MO,147,4.5
,8603 E 116th St,Thai Sushi House,IN,185,4
,8647 Regency Park Blvd,Orchids Thai Restaurant,FL,143,4.5
,8800 New Falls Rd,Malay Thai Kitchen,PA,133,4.5
,"9100 Carothers Pkwy, Ste 108",Siam Pad Thai,TN,238,3.5
,9136 E Valencia Rd,Saing Thai Cuisine,AZ,341,4
